team,teamid,playerid,player,jersey_no,Goals,left_goals,right_goals,head_goals,penalty_goals,Assists,KeyPasses,chances_created,big_chances,shots_on_target,shots_off_target,shots,post,blocked_shots,fouls,yellow_cards,red_cards,defender_saves,offsides,tackles,interceptions,blocks,saves,penalty_saves,position,clean_sheets,shots_faced,matchid,Player_FN
Apollo Tyres FC,5,POR2025277,Siva,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midfield,1,0,5,J SIVAMARAN 
Apollo Tyres FC,5,POR2025278,JACOB  ,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,Midfield,1,0,5,Jacob Ruban
Apollo Tyres FC,5,POR2025280,Sarvesh,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,Forward,1,0,5,Sarvesh Waran.M
Apollo Tyres FC,5,POR2025282,Clinton ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,1,0,0,Defense,1,0,5,Clinton 
Apollo Tyres FC,5,POR2025283,Vasarth,57,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Forward,1,0,5,Vasanth 
Apollo Tyres FC,5,POR2025285,Marshal,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,Defense,1,0,5,Jerome Marshal
Apollo Tyres FC,5,POR2025286,Jeffy ,21,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,1,0,0,0,2,2,0,0,0,Defense,1,0,5,Jeffy J
Apollo Tyres FC,5,POR2025288,DEEPAK,7,2,0,2,0,0,0,2,2,1,3,0,4,0,1,0,0,0,0,0,3,0,0,0,0,Forward,1,0,5,DEEPAK C
Apollo Tyres FC,5,POR2025290,Nishan,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midfield,1,0,5,N.shagul nishan
Apollo Tyres FC,5,POR2025293,Tamil,5,0,0,0,0,0,0,1,1,0,1,1,3,0,1,1,0,0,0,0,3,0,0,0,0,Midfield,1,0,5,Tamilarasu.p
Apollo Tyres FC,5,POR2025477,Kasthuri Reegan,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,1,0,5,Kasthuri Reegan
Apollo Tyres FC,5,POR2025478,Ajith,9,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,0,Midfield,1,0,5,Ajith
Falcons FA,12,POR2025026,Vicky,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,GK,0,5,5,Venkatesh
Falcons FA,12,POR2025027,Deepak,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Midfield,0,5,5,Deepak M
Falcons FA,12,POR2025028,Harish,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,Defense,0,5,5,Harish R
Falcons FA,12,POR2025031,S Srinivasan,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,Defense,0,5,5,Santhosh
Falcons FA,12,POR2025033,Parvez,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,Defense,0,5,5,Mohammed Parvez
Falcons FA,12,POR2025035,Lal,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,0,0,Defense,0,5,5,Mothilal N
Falcons FA,12,POR2025036,Yuvaraj,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Midfield,0,5,5,Yuvaraj Kumar. R
Falcons FA,12,POR2025038,Kabilan,11,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4,2,1,0,0,Midfield,0,5,5,Kabilan J
Falcons FA,12,POR2025039,Tunga,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,Forward,0,5,5,Vijay Tunga
Falcons FA,12,POR2025040,Rass,3,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,3,0,1,0,0,Defense,0,5,5,Shanmugaraj
Falcons FA,12,POR2025488,Gobinath G,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forward,0,5,5,Gobinath G
