team,teamid,playerid,player,jersey_no,Goals,left_goals,right_goals,head_goals,penalty_goals,Assists,KeyPasses,chances_created,big_chances,shots_on_target,shots_off_target,shots,post,blocked_shots,fouls,yellow_cards,red_cards,defender_saves,offsides,tackles,interceptions,blocks,saves,penalty_saves,position,clean_sheets,shots_faced,matchid,Player_FN
Santhome SAI,9,POR2025044,Ranjith,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Defense,0,8,74,Ranjith.V
Santhome SAI,9,POR2025045,THARUN ,43,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,Forward,0,8,74,THARUN M
Santhome SAI,9,POR2025046,Bharath,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Defense,0,8,74,P. Bharath kumar
Santhome SAI,9,POR2025048,Anto louis,9,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,Midfield,0,8,74,Anto louis d silva
Santhome SAI,9,POR2025050,WALSH,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,Forward,0,8,74,V.S.VISHNU WALSH
Santhome SAI,9,POR2025051,SHAHID,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midfield,0,8,74,MOHAMED SHAHID . N
Santhome SAI,9,POR2025054,MOHAN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,4,0,0,0,Midfield,0,8,74,MOHAN RAJA.P
Santhome SAI,9,POR2025062,ABI ,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,GK,0,8,74,ABISHEK A
Santhome SAI,9,POR2025064,HEMA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Defense,0,8,74,Hemachandran
Santhome SAI,9,POR2025067,SURIYA,12,1,1,0,0,0,0,1,1,0,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,Forward,0,8,74,K.SURIYA
Santhome SAI,9,POR2025068,Usman,8,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Midfield,0,8,74,Afnas usman
Santhome SAI,9,POR2025072,Thivakar,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,Defense,0,8,74,Thivakar.P
Santhome SAI,9,POR202540000,Mukil,24,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,Forward,0,8,74,Mukil
Sethu FC,7,POR2025152,siva,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,Defense,0,3,74,sivabalan
Sethu FC,7,POR2025153,VIJI.N,10,1,1,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,2,2,1,0,0,0,Midfield,0,3,74,vijay
Sethu FC,7,POR2025154,SOLAI,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,4,1,1,0,0,Defense,0,3,74,SOLAI RAJ
Sethu FC,7,POR2025156,ARUN,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,0,3,74,ARUN
Sethu FC,7,POR2025157,BEBITTO JR,11,0,0,0,0,0,0,1,1,0,1,2,4,0,1,1,0,0,0,0,1,1,0,0,0,Forward,0,3,74,BEBITO GODWIN
Sethu FC,7,POR2025159,MADDY,18,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,5,0,0,0,0,Midfield,0,3,74,madhavan
Sethu FC,7,POR2025163,TAMIL,5,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,2,3,2,0,0,Defense,0,3,74,TAMIL SELVAN
Sethu FC,7,POR2025164,SANDY,22,0,0,0,0,0,2,2,4,0,1,1,2,0,0,2,0,0,0,1,4,1,0,0,0,Midfield,0,3,74,SANTHOSH KUMAR SELVAM
Sethu FC,7,POR2025167,YUVA,15,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Midfield,0,3,74,YUVARAJ
Sethu FC,7,POR2025165,PADAYAN,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,0,3,74,RAJASEKHAR
Sethu FC,7,POR2025168,SEKAR,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,Midfield,0,3,74,SEKAR
Sethu FC,7,POR2025170,SURESH,25,1,0,1,0,0,0,1,1,1,2,1,3,0,0,3,1,0,0,0,1,1,0,0,0,Midfield,0,3,74,SURESH
Sethu FC,7,POR2025171,NITHEESH,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,GK,0,3,74,NITHEESH MAHARAJA
Sethu FC,7,POR2025173,NAREN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,0,3,74,NARENDRAN
Sethu FC,7,POR2025474,SARAVANAKUMAR,100,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,Defense,0,3,74,SARAVANAKUMAR
Sethu FC,7,POR2025475,MARUTHU,101,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,0,3,74,MARUTHU
