team,teamid,playerid,player,jersey_no,Goals,left_goals,right_goals,head_goals,penalty_goals,Assists,KeyPasses,chances_created,big_chances,shots_on_target,shots_off_target,shots,post,blocked_shots,fouls,yellow_cards,red_cards,defender_saves,offsides,tackles,interceptions,blocks,saves,penalty_saves,position,clean_sheets,shots_faced,matchid,Player_FN
FIFA,11,POR2025180,Jagadeesh,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfield,1,0,36,Jagadeesh G
FIFA,11,POR2025181,Sathish ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,Midfield,1,0,36,R. Sathish Kumar 
FIFA,11,POR2025182,Kannan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,2,0,0,0,Defense,1,0,36,Kannan.M
FIFA,11,POR2025185,Paarvin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Defense,1,0,36,Paarvin raj
FIFA,11,POR2025186,Micheal,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,Forward,1,0,36,Micheal Cornaleu. A
FIFA,11,POR2025187,Vishnu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,1,0,36,vishnu prasath E
FIFA,11,POR2025188,Vineeth,16,0,0,0,0,0,3,0,3,1,1,1,3,0,1,3,0,0,0,1,3,0,1,0,0,Forward,1,0,36,Vineethkumar. V
FIFA,11,POR2025190,Sanjay ,25,2,1,1,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,1,2,0,0,0,0,Forward,1,0,36,Sanjay Prasad 
FIFA,11,POR2025191,Deepak thapa ,20,0,0,0,0,0,1,1,2,0,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,Midfield,1,0,36,Deepak thapa magar 
FIFA,11,POR2025192,Keith,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfield,1,0,36,Gopinath C
FIFA,11,POR2025195,Sanjay,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,Forward,1,0,36,N sanjay
FIFA,11,POR2025196,DENIS,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,1,0,0,0,Defense,1,0,36,Denis vimal raj
FIFA,11,POR2025199,Arvind,10,2,1,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,Midfield,1,0,36,Aravindhan.R
FIFA,11,POR2025201,Robert ,22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Midfield,1,0,36,Robert Gerard Baldrey
FIFA,11,POR2025203,SAKTHIYAN,30,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,Forward,1,0,36,Sakthiyan. R
FIFA,11,POR2025208,Marcus,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Forward,1,0,36,Marcus Gordon Rebeiro
Falcons FA,12,POR2025024,Kamalesh,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Forward,0,7,36,Kamaleshwaran S
Falcons FA,12,POR2025027,Deepak,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,Midfield,0,7,36,Deepak M
Falcons FA,12,POR2025028,Harish,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Defense,0,7,36,Harish R
Falcons FA,12,POR2025030,Sharath,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Defense,0,7,36,Sharath Kumar JK
Falcons FA,12,POR2025032,Sherif,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,GK,0,7,36,Sherif Mohammed I
Falcons FA,12,POR2025033,Parvez,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,Defense,0,7,36,Mohammed Parvez
Falcons FA,12,POR2025034,Naresh,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,Defense,0,7,36,Naresh E
Falcons FA,12,POR2025035,Lal,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Defense,0,7,36,Mothilal N
Falcons FA,12,POR2025036,Yuvaraj,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfield,0,7,36,Yuvaraj Kumar. R
Falcons FA,12,POR2025037,Venkatesh,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,7,36,Venkatesh
Falcons FA,12,POR2025038,Kabilan,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,Midfield,0,7,36,Kabilan J
Falcons FA,12,POR2025039,Tunga,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,7,36,Vijay Tunga
Falcons FA,12,POR2025041,Sam,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,Forward,0,7,36,Sam T
Falcons FA,12,POR2025042,Jaga,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,Defense,0,7,36,Jagadeesh A
